SENTENCE_ID,PMID,TYPE,NUMBER,SENT_START_INDEX,SENTENCE,SECTION_HEADER,NORMALIZED_SECTION_HEADER,Column,Column
2592,,,,,Empagliflozin reduces markers of acute kidney injury in patients with acute decompensated heart failure.,,,,
2593,,,,,We suggest a low starting dose of empagliflozin with careful titration due to the risk of hypoglycaemia.,,,,
2594,,,,,These data suggest that empagliflozin promotes nephroprotection also in non-diabetic kidney disease.,,,,
2595,,,,,"For instance, anti-diabetic drugs, such as insulin, metformin, liraglutide, and dapagliflozin, and cardiovascular drugs, such as cilostazol, candesartan, telmisartan, prazosin, and dabigatran, could serendipitously provide previously unearthed benefits in AD.",,,,
2596,,,,,"RESULTS: Our results suggested that anti-diabetic drugs can be stratified into 3 groups based on their efficacy in weight loss: metformin, acarbose, empagliflozin and exenatide resulted in a in a mild weight loss (less than 3.2% of initial weight); canagliflozin, ertugliflozin, dapagliflozin and dulaglutide induces a moderate weight loss (between 3.2% and 5%); liraglutide, semaglutide and tirzepatide resulted in a strong weight loss (greater than 5%).",,,,
2597,,,,,The regulation of AMPK/NLRP3 signaling pathway affected the effects of dapagliflozin on nonalcoholic fatty liver.,,,,
2598,,,,,The Effect of Dapagliflozin on Albuminuria in DECLARE-TIMI 58.,,,,
2599,,,,,"In conclusion, dapagliflozin had a significant effect on type 1 diabetes.",,,,
2600,,,,,"RESULTS: In the present study, we sought to investigate the effects of DAPA on the cardiac ischemia/reperfusion (I/R) injury.",,,,
2601,,,,,Relationship between basal sodium intake and the effects of dapagliflozin in albuminuric diabetic kidney disease.,,,,
2602,,,,,This report explores the effect of dapagliflozin on incident type 2 diabetes (T2D) in the cohort without diabetes enrolled in the trial.,,,,
2603,,,,,"The renoprotection provided by SGLT2i was further confirmed in the CREDENCE study, which showed a 30% reduction in progression of chronic kidney disease, and in the DELIGHT study, which demonstrated a reduction in albuminuria with dapagliflozin compared with placebo (- 21.0%, confidence interval [CI] - 34.1 to - 5.2, p = 0.011).",,,,
2604,,,,,The secondary objectives included assessing the effects of dapagliflozin on weight reduction and blood pressure control and to determining its safety.,,,,
2605,,,,,Effect of Dapagliflozin on Atrial Fibrillation in Patients with Type 2 Diabetes Mellitus: Insights from the DECLARE-TIMI 58 Trial.,,,,
2606,,,,,"Compared with placebo, dapagliflozin was associated with a significant reduction in acute kidney injury (OR: 0.71, 95% CI: 0.60 to 0.83), and increased the risk of genital infection (OR: 8.21, 95% CI: 4.19 to 16.12).",,,,
2607,,,,,"In the Dapagliflozin and Prevention of Adverse Outcomes in Chronic Kidney Disease trial, dapagliflozin reduced risk of kidney failure and prolonged survival in participants with chronic kidney disease with and without type 2 diabetes, including those with IgA nephropathy.",,,,
2608,,,,,"Dapagliflozin led to a 32% reduction in diabetes incidence (hazard ratio 0.68, 95% CI 0.50-0.94;    P     = 0.019).",,,,
2609,,,,,INTERPRETATION: Treatment with dapagliflozin reduced the incidence of new-onset type 2 diabetes in participants with chronic kidney disease and HF without a reduction in HbA     1c      .,,,,
2610,,,,,"CONCLUSIONS: Canagliflozin, dapagliflozin, empagliflozin, ertugliflozin, and sotagliflozin versus placebo reduce HHF but none reduces MI and stroke.",,,,
2611,,,,,"Moreover, Dap protects against diabetic kidney disease by inhibiting SGK1 and reversing the T cell imbalance.",,,,
2612,,,,,"CONCLUSIONS: In this exploratory analysis among patients with HFrEF, treatment with dapagliflozin reduced the incidence of new diabetes.",,,,
2613,,,,,BACKGROUND: Dapagliflozin reduces the risk of kidney failure and heart failure in patients with chronic kidney disease.,,,,
2614,,,,,"We demonstrated a synergistic effect of Dapa and NaB treatment on adiposity reduction, and this phenomenon might be related to intestinal microbiota alteration.",,,,
2615,,,,,"CONCLUSION: Dapagliflozin as a monotherapy glucose lowering drug appeared to be an effective treatment for older adults with diabetes, although it might increase risk of genital infection and renal impairment or failure.",,,,
2616,,,,,"Also, the administration of DAPA mitigated the production of myocardial infarction markers.",,,,
2617,,,,,"SUMMARY: Methyldopa blocks the diabetes-specific function of HLA-DQ8, which represents a personalized medicine approach to treat the underlying autoimmunity in T1D.",,,,
2618,,,,,"Previous preeclampsia (OR=3.28), primiparity (OR=2.35), methyldopa (OR=3.76), number of check-ups (OR=2.3), positive family history (OR=1.4) and in vitro fertilisation (OR=1.15) were found as risk factors associated with the occurrence of preeclampsia and preeclampsia superimposed on preexisting hypertension.",,,,
2619,,,,,"[Effect of reserpine, octadine and methyldopa on the distribution of cardiac output in hypertension].",,,,
2620,,,,,Letter: Methyldopa-induced hypertension.,,,,
2621,,,,,"The effects of co-exposure to atrasentan (ETA receptor blocker, 10 mg/kg/day) or terutroban (TXA2 receptor blocker, 10 mg/kg/day) on cardiovascular and renal anomalies induced by PE were assessed on gestational day 20 (GD20) and at weaning time and compared with those evoked by the sympatholytic drug alpha-methyldopa (alpha-MD, 100 mg/kg/day), a prototypic therapy for PE management.",,,,
2622,,,,,"In a two-year study of 547 hypertensive patients receiving diuretics, the addition of guanadrel sulfate or methyldopa reduced elevated blood pressure to a similar degree and provided good control in 70% of the patients.",,,,
2623,,,,,A hypothesis for the mode of action of alpha-methyldopa in relieving hypertension.,,,,
2624,,,,,Methyldopa decreased the supine hypertension and increased the standing blood pressure.,,,,
2625,,,,,Comparison of magnesium and methyldopa for the control of blood pressure in pregnancies complicated with hypertension.,,,,
2626,,,,,"There is no evidence of a difference in the risk of severe pre-eclampsia, changed/stopped drug due to maternal side-effects, elective delivery, admission to neonatal or intensive care nursery when other antihypertensive drugs are compared with methyldopa, calcium channel blockers or beta blockers.",,,,
2627,,,,,Everolimus and exemestane in long survival hormone receptor positive male breast cancer: case report.,,,,
2628,,,,,CONCLUSIONS: Exemestane reduces proliferation in ER-positive DCIS.,,,,
2629,,,,,Further studies are needed to assess the activity of exemestane in NSCLC.,,,,
2630,,,,,"In postmenopausal women, anastrozole, letrozole and exemestane appear to have superior efficacy and an improved toxicity profile than tamoxifen, and fulvestrant seems to be at least as effective as anastrozole in patients in whom tumors have progressed after prior endocrine treatment.",,,,
2631,,,,,"RESULTS: High IGF1R tumor expression was significantly associated with exemestane therapy for RFS (Hazard Ratio (HR) 0.74, 95% Confidence Interval (CI) 0.58-0.95, p = 0.02).",,,,
2632,,,,,Exemestane increased the tumor frequency by 80.5 % (P=0.034) in the group EXE 1 and by 61.5 % (P=0.045) in the group EXE 10 in comparison with control animals.,,,,
2633,,,,,"However, currently in the Dutch population, 140 women would need to use exemestane for three years in order to prevent one invasive breast tumour.",,,,
2634,,,,,Combining weekly MK2206 with the aromatase inhibitor vorozole (0.12 mg/kg BW/day) showed that each compound alone reduced tumor multiplicity 40-50%.,,,,
2635,,,,,"Also, evidence suggesting the use of vitamin D, statins, and Letrozole as emerging therapies in PCOS have been summarized in this review.",,,,
2636,,,,,"OBJECTIVE: To assess the effect of letrozole in combination with low dose gonadotropins for ovulation induction in anovulatory infertility from polycystic ovary syndrome (PCOS) and controlled ovarian stimulation for endometriosis, and unexplained infertility patients.",,,,
2637,,,,,Letrozole and norethisterone acetate in rectovaginal endometriosis.,,,,
2638,,,,,"In postmenopausal women, anastrozole, letrozole and exemestane appear to have superior efficacy and an improved toxicity profile than tamoxifen, and fulvestrant seems to be at least as effective as anastrozole in patients in whom tumors have progressed after prior endocrine treatment.",,,,
2639,,,,,(Cecropiaceae) improved letrozole-induced polycystic ovarian syndrome associated conditions and infertility in female Wistar rats.BACKGROUND: Myrianthus arboreus P.,,,,
2640,,,,,RESULTS: We find pervasive differential coexpression between the untreated and letrozole-treated tumor samples as evidence of letrozole-induced tumor adaptation.,,,,
2641,,,,,"INTERVENTION(S): Surgical induction of endometriosis, administration of estrogen for 2 weeks, and laparotomy; administration of letrozole or melatonin for 2 weeks after induction of endometriosis, and laparotomy; administration of estrogen for 2 weeks and necropsy.",,,,
2642,,,,,Letrozole-induced polycystic ovaries in the rat: a new model for cystic ovarian disease.,,,,
2643,,,,,"In addition, deprivation of endogenous estrogens, by blocking their formation using the aromatase inhibitor letrozole, induced OT hypo-responsiveness comparable to that observed in hypo rabbits.",,,,
2644,,,,,Whether letrozole has a direct effect in reducing OHSS requires further investigation.,,,,
2645,,,,,CONCLUSION: Our findings suggest letrozole and clomiphene citrate are equally effective for induction of ovulation and achieving pregnancy in patients with PCOS.,,,,
2646,,,,,"The aims of this study were to compare the immunohistochemical expression of aromatase (Arom) and several hormone receptors [estrogen receptor alpha (ERalpha), estrogen receptor beta (ERbeta), progesterone receptor (PR) and androgen receptor (AR)], in 21 IMC cases vs 19 non-IMC; and to study the possible effect of letrozole on canine IMC and human inflammatory breast cancer (IBC) in vitro using IPC-366 and SUM-149 cell lines.",,,,
2647,,,,,"In the present study, we have examined the effect of prior low dose letrozole treatment on pregnancy and lactation.",,,,
2648,,,,,"The antitumor effect of letrozole was substantial, making it difficult to detect any additional effect on the tumors when letrozole was combined with the antiestrogens.",,,,
2649,,,,,"Compared with CC, letrozole improved live birth rates (3 RCTs, 1043 women, risk ratio [RR] 1.43, 95% confidence interval [CI] 1.17-1.75, moderate-certainty evidence) and clinical pregnancy rates (6 RCTs, 1284 women, RR 1.45, 95% CI 1.23-1.70, moderate-certainty evidence) and reduced time-to-pregnancy (6 RCTs, 1235 women, hazard ratio [HR] 1.72, 95% CI 1.38-2.15, moderate-certainty evidence).",,,,
2650,,,,,To test whether the formation of E2 from T by aromatase could lead to estrogen genotoxicity and prostate carcinogenesis we then rats treated with T and 2F-E2 also with letrozole and found that it reduced prostate cancer incidence by about 50%.,,,,
2651,,,,,SUMMARY ANSWER: Letrozole significantly decreases the risk of miscarriage and does not increase the risk of major congenital anomalies or adverse pregnancy or neonatal outcomes compared with natural cycles in patients undergoing ART.,,,,
2652,,,,,"Also, the use of a letrozole for COH may decrease the potential risk of ovarian hyperstimulation syndrome.",,,,
2653,,,,,"Furthermore, when analyzed by Ki67 immunohistochemistry, letrozole was significantly more effective than tamoxifen in reducing tumor proliferation (P=0.0009).",,,,
2654,,,,,Further investigation is required to determine if patients treated with letrozole during the IVF stimulation protocol are at increased risk for developing OHSS as a result of these findings.,,,,
2655,,,,,"MAIN RESULTS AND THE ROLE OF CHANCE: The risk of miscarriage was significantly lower in women administered letrozole (adjusted OR [aOR], 0.37, 95% CI, 0.30-0.47, P < 0.001).",,,,
2656,,,,,"In contrast, neither dose of 4-hydroxyandrostenedione had any effect on tumor incidence and only the higher dose slightly decreased tumor multiplicity.",,,,
2657,,,,,Background: Treatment of ER     +       breast cancer with intramuscular formulation of Formestane (4-OHA) shrinks the tumor within weeks.,,,,
2658,,,,,"Compared to a tumor area of 1400 mm2 after 21 days of unopposed tumor growth, formestane treatment, irrespective of concomitant black cohosh application, significantly reduced neoplastic growth by 50%.",,,,
2659,,,,,The combined effects of estrogen deprivation associated with androgen preservation might be significant in the therapeutic action of AG in hormone-responsive neoplasms.,,,,
2660,,,,,"Moreover, we have recently found that an HPMA conjugate containing a combination of both Dox and the aromatase inhibitor aminoglutethimide (AGM) shows significantly increased anti-tumour activity in vitro.",,,,
2661,,,,,Phase 3 HERO Trial Finds Relugolix to Be Superior to Leuprolide in Prostate Cancer.,,,,
2662,,,,,CONCLUSIONS: Treatment with relugolix for 24 weeks was generally well tolerated and demonstrated similar pain reduction to leuprorelin in women with endometriosis.,,,,
2663,,,,,CONCLUSIONS: This study demonstrates that the efficacy of first-line abiraterone and prednisone in docetaxel-naive mCRPC do not vary significantly based on the receipt of prior prostate-directed LT.,,,,
2664,,,,,Abiraterone and spironolactone in prostate cancer: a combination to avoid.,,,,
2665,,,,,The development of abiraterone was the successful result of an improved understanding of the role of the androgen receptor signaling pathway in castration-resistant prostate cancer.,,,,
2666,,,,,"The effectiveness of abiraterone in reducing tumor androgens is not known, nor have mechanisms contributing to abiraterone resistance been established.",,,,
2667,,,,,"The initial 5alpha-reduced metabolite, 3-keto-5alpha-abiraterone, is present at higher concentrations than D4A in patients with prostate cancer taking abiraterone, and is an androgen receptor agonist, which promotes prostate cancer progression.",,,,
2668,,,,,5 alpha-reductase and finasteride in pattern alopecia and acne.,,,,
2669,,,,,5 alpha-reductase and finasteride in pattern alopecia and acne.,,,,
2670,,,,,CONCLUSIONS: The results suggest that finasteride could have a chemopreventive role in prostate cancer.,,,,
2671,,,,,"CONCLUSIONS: Despite modest improvements in maximum urinary flow rates and symptom scores, finasteride is a first-line treatment option in those with moderate uncomplicated BPH, especially in patients with a large prostate (> or = 40 ml).",,,,
2672,,,,,"Twenty dogs were divided into 4 groups (n = 5): BPH + finasteride group, dogs which were induced for BPH and received oral finasteride once daily for 1 month; BPH group, dogs which were induced for BPH and received placebo; finasteride group, normal dogs which received finasteride; and normal group, normal intact dogs which did not receive treatment.",,,,
2673,,,,,"The results indicated that the period prevalence of prostate cancer was reduced by 24.8% due to finasteride, whereas an increase in the rate of high-grade tumors (Gleason score 8-10) among men who were diagnosed with cancer also was found (5.0% in the PCPT placebo arm vs. 11.9% in the PCPT finasteride arm).",,,,
2674,,,,,The results of the Prostate Cancer Prevention Trial spurred debate because finasteride was found to reduce the period prevalence of prostate cancer by about 25% while also increasing the rate of high-grade prostate cancers.,,,,
2675,,,,,Indeed the effect of finasteride in BPH was proven in clinical studies.,,,,
2676,,,,,We describe 4 cases of hair loss with characteristics of both male and female patterns in women with hyperandrogenism in which finasteride has improved or stabilized the alopecia.,,,,
2677,,,,,"To gain insight to the molecular effects of finasteride on prostate cancer development, we studied six prostate cancers diagnosed during finasteride treatment for benign prostatic hyperplasia.",,,,
2678,,,,,"Finasteride inhibited the development of BPH, and its activity was higher (by 1.1-1.3 times) than in ISMP.",,,,
2679,,,,,The study was closed 15 months before the final anticipated participant biopsy by the independent Data and Safety Monitoring Committee due to a 24.8% reduction in prostate cancer with finasteride.,,,,
2680,,,,,Finasteride can also be used to stop male baldness.,,,,
2681,,,,,Doxazosin plus finasteride reduced clinical progression of benign prostatic hyperplasia more than either drug used alone.,,,,
2682,,,,,It can be concluded that finasteride prevents further hair loss by actually continuing to grow enough hair to preserve scalp coverage.,,,,
2683,,,,,Finasteride is commonly used for the treatment of benign prostatic hyperplasia and has been suggested to prevent prostate cancer development.,,,,
2684,,,,,"Univariate analysis showed no significant impact of aspirin and finasteride on prostate cancer risk while the nonaspirin nonsteroidal anti-inflammatory drug users had a lower risk (OR 0.80, 95% CI 0.64-0.99).",,,,
2685,,,,,"CONCLUSIONS: The present analysis from PLESS demonstrates that in both older (65 years old or older) and younger men with symptomatic BPH and enlarged prostates, finasteride is highly effective in improving symptoms and reducing prostate volume in many men and in reducing the risk of acute urinary retention and BPH-related surgery.",,,,
2686,,,,,"CONCLUSION: * Dutasteride and finasteride, when administered for 12 months, were similarly effective in reducing prostate volume and improving Q(max) and urinary symptoms associated with BPH in men with an enlarged prostate.",,,,
2687,,,,,"Phase II study of androgen synthesis inhibition with ketoconazole, hydrocortisone, and dutasteride in asymptomatic castration-resistant prostate cancer.",,,,
2688,,,,,Dutasteride was administrated at a dose of 0.5 mg/kg daily from 2 days before induction of prostatic inflammation whereas placebo rats received vehicle only.,,,,
2689,,,,,"Thus, the effect of dutasteride on prostate cancer may have implications for its potential use as a secondary chemoprevention agent.",,,,
2690,,,,,"Genetic and protein biomarkers of prostate cancer, and the effect of dutasteride on benign prostatic hyperplasia and prostatitis symptomatology and histopathology will also be assessed.",,,,
2691,,,,,"OBJECTIVES: To examine the effect of the dual-action 5alpha-reductase inhibitor dutasteride on benign prostatic hyperplasia (BPH)-specific health status, as measured by the BPH Impact Index (BII), and to identify baseline and treatment risk factors for those most bothered by their BPH symptoms at the end of the protocol.",,,,
2692,,,,,"BACKGROUND: The REDUCE trial examined whether chemoprevention with the dual 5-alpha reductase inhibitor, dutasteride, reduced risk of prostate cancer (PCa) detection on biopsy.",,,,
2693,,,,,"On multivariable regression analysis adjusting for covariates, dutasteride significantly reduced clinical progression of benign prostatic hyperplasia with an odds ratio of 0.47 (95% CI 0.37 to 0.59, P<0.001).",,,,
2694,,,,,"CONCLUSION: Through the use of identical twins, this randomized trial provides evidence that dutasteride significantly reduces hair loss progression in men with male pattern hair loss.",,,,
2695,,,,,"Additionally, dutasteride is now under study for the ability to reduce the incidence of prostate cancer in men at high risk of the disease--an indication where the unique dual inhibitor nature, half-life and tolerability of dutasteride may be especially significant factors in determining treatment success.",,,,
2696,,,,,The Combination of Avodart and Tamsulosin (CombAT) study is currently evaluating the combination of dutasteride with tamsulosin over 4 years in a population of men at increased risk of BPH progression.,,,,
2697,,,,,Dutasteride is being investigated for its efficacy in reducing the risk of prostate cancer in at-risk men in the 4-year REDUCE study and as treatment to extend the time to progression in men with low-risk localized prostate cancer who would otherwise undergo watchful waiting in the 3-year REDEEM study.,,,,
2698,,,,,"The patient was started on prednisone, celecoxib and opioids with minimal improvement in pain and function.",,,,
2699,,,,,"Overall, these results provide strong evidence for the role of COX-2 and Glut-1 proteins for the progression of prostate cancer and highlighting the potential of celecoxib and genistein as a useful and combinatorial pharmacological agent for chemotherapeutic purposes in prostate cancer.",,,,
2700,,,,,"Clinical and pharmacodynamic evaluation of metronomic cyclophosphamide, celecoxib, and dexamethasone in advanced hormone-refractory prostate cancer.",,,,
2701,,,,,"Celecoxib administration decreased mammary tumor incidence (by 24%), while combination of celecoxib and melatonin decreased tumor incidence even more significantly (-30%).",,,,
2702,,,,,"Intravesical gene therapy treatments utilizing expression-targeted plasmids, where the murine cyclooxygenase-2 (Cox-2) promoter was used to drive the expression of exogenously inducible forms of caspases 3 and 9, were compared with treatment modalities employing Bacille Calmette-Guerin (BCG) and celecoxib.",,,,
2703,,,,,"Intravesical gene therapy treatments utilizing expression-targeted plasmids, where the murine cyclooxygenase-2 (Cox-2) promoter was used to drive the expression of exogenously inducible forms of caspases 3 and 9, were compared with treatment modalities employing Bacille Calmette-Guerin (BCG) and celecoxib.",,,,
2704,,,,,"At high concentrations, celecoxib and DHA blocked the increase in COX-2 protein and mRNA expression in HCA-7 cells.",,,,
2705,,,,,"At high concentrations, celecoxib and DHA blocked the increase in COX-2 protein and mRNA expression in HCA-7 cells.",,,,
2706,,,,,"In conclusion, COX-2 and p-ERK1/2 protein may serve as potential targets for GBC chemotherapy, and the combination of celecoxib and PD184161 could significantly inhibit GBC cell growth, induce cell G1 arrest and trigger cell apoptosis of GBC cells.",,,,
2707,,,,,"In conclusion, COX-2 and p-ERK1/2 protein may serve as potential targets for GBC chemotherapy, and the combination of celecoxib and PD184161 could significantly inhibit GBC cell growth, induce cell G1 arrest and trigger cell apoptosis of GBC cells.",,,,
2708,,,,,Two NSAIDs (celecoxib and rofecoxib) with very high specificity for COX-2 and virtually no activity against COX-1 at therapeutic doses have been approved for clinical use.,,,,
2709,,,,,"Thus, physiological and pathophysiological roles of COX-2 were considered from the standpoint of clinical effects of the two latest COX-2 selective inhibitors, celecoxib and rofecoxib, on inflammation, pain, fever and colorectal cancer together with their adverse effects on gastrointestinal, renal and platelet functions; and the usefulness and limits of COX-2-selective inhibitors were discussed with the trends of new NSAIDs development.",,,,
2710,,,,,"In vivo, streptozotocin induced AD in mice model was established and Hibiscus extracts were tested at a dose of 200 mg kg     -1       compared to celecoxib (30 mg/kg).",,,,
2711,,,,,"We also report the possibility of targeting key genes belonging to celecoxib pharmacodynamics, Galpha signalling and cGMP-PKG signalling pathwaysthat are not known to be specific to SZ aetiology.",,,,
2712,,,,,"The results revealed that if celecoxib was administered in the early stage of AKT/c-Met-induced HCC, it resulted in disease stabilization.",,,,
2713,,,,,"In conclusion, these data suggest that even in the presence of cyclosporine A and sirolimus, topical celecoxib treatment can result in reduced inflammation, tumor number and size; properties which may be beneficial in the therapeutic reduction of skin cancer development in solid organ transplant recipients.",,,,
2714,,,,,"In FVB mice, celecoxib prevents 85% of azoxymethane-induced tumors >1 mm in size, but is essentially inactive in preventing tumor induction in 15-PGDH-null animals.",,,,
2715,,,,,"AIM: To evaluate the long-term risk of gastroduodenal ulcer and cardiovascular events induced by celecoxib in a population-based, randomized, double-blind, placebo-controlled study.",,,,
2716,,,,,"Twenty-four hours prior to pain induction with subcutaneous injection of 5% formalin into the hind paw, acetylsalicylic acid or celecoxib was administered to the animals of similar one-, four-, and seven-day pain groups.",,,,
2717,,,,,"We report herein that administration of the selective COX-2 inhibitor, celecoxib, significantly reduces the number of Gr1(+)CD11b(+) immature myeloid suppressor cells (IMSCs) during chemoprevention of 1,2-dimethylhydrazine diHCl-(1,2-DMH-) induction of large intestinal tumors in Swiss mice.",,,,
2718,,,,,"CONCLUSION: The present study showed a chondroneutral effect of celecoxib on the characteristics of experimentally induced OA in vivo, in contrast to the observed beneficial effect in vitro.",,,,
2719,,,,,"Independently analysed, the VIGOR and CLASS trials showed that use of rofecoxib or celecoxib caused fewer clinical ulcers and bleeding, but much of the bleeding observed did not arise from ulcers or from sites proximal to the ligament of Treitz.",,,,
2720,,,,,"A COX-2 inhibitor, celecoxib, interferes with myocardial prostacyclin production and also produces hypertension.",,,,
2721,,,,,"METHODS: This was a randomized, double-blind, placebo-controlled trial to investigate the effects of adjunctive celecoxib with CBT on postpartum depression.",,,,
2722,,,,,"This paper discusses the hypothesized role of inflammation in major depression and schizophrenia, including markers of inflammation; pertinent studies on celecoxib and aspirin; and additional immunomodulatory therapeutic strategies.",,,,
2723,,,,,Therapy: Celecoxib reduces risk of ulcer bleeding.,,,,
2724,,,,,The aim of this study was to clarify the mechanism of action of celecoxib in canine mammary tumors.,,,,
2725,,,,,Our findings suggest that the combination therapy of anti-CD40 mAb with celecoxib enhances anti-glioma activities via promotion of type-1 immunity both in myeloid cells and T-cells.,,,,
2726,,,,,Effect of a selective cyclooxygenase type 2 inhibitor celecoxib on depression associated with obesity in mice: an approach using behavioral tests.,,,,
2727,,,,,CONCLUSION: Celecoxib significantly increased the incidence of new onset hypertension in this cohort of Indian patients with rheumatic diseases.,,,,
2728,,,,,"Celecoxib was shown to affect all structures involved in OA pathogenesis: cartilage, bone, and synovium.",,,,
2729,,,,,"CONCLUSIONS: The specific inhibition of the cyclooxygenase-2 by celecoxib increased the insulin sensitivity in overweight or obese subjects, without modification in C-reactive protein, homocysteine levels, and metabolic profile.",,,,
2730,,,,,"We thus conducted a controlled evaluation of the effect of celecoxib on perioperative blood loss, pain relief and consumption of analgesics, range of motion, and subjective outcome in conjunction with total knee replacement (TKR).",,,,
2731,,,,,"However, less is known about how the risk of hypertension is associated with cyclooxygenase 2 selective inhibitors (coxibs), especially celecoxib, the only coxib remaining on the market.",,,,
2732,,,,,"In addition, the effects of this CLX treatment on tumor and adjacent mucosa expression of gastrin, its receptors (CCK2), and COX-1 and COX-2, as well as protein expression of the active form of nuclear factor kappa B (NFkappa B) and the apoptotic-related proteins Bcl-2 and survivin, have been examined.",,,,
2733,,,,,Antitumoral effect of celecoxib in hepatocellular carcinoma.,,,,
2734,,,,,"Therefore, the current study suggested the chemosensitizing potential of celecoxib in the SEC animal model of mammary tumour, which could be explained in part on the basis of inhibition of P-gp function, with possible enhancement of doxorubicin anti-tumour activity.",,,,
2735,,,,,"Cyclooxygenase (COX)-2 inhibitor celecoxib abrogates activation of cigarette smoke-induced nuclear factor (NF)-kappaB by suppressing activation of IkappaBalpha kinase in human non-small cell lung carcinoma: correlation with suppression of cyclin D1, COX-2, and matrix metalloproteinase-9.",,,,
2736,,,,,"We examined the effect of the selective cyclooxygenase-2 inhibitors rofecoxib and celecoxib, nonselective nonsteroidal anti-inflammatory drugs, aspirin, and acetaminophen on colorectal neoplasia (colorectal cancer, colorectal adenoma, or both).",,,,
2737,,,,,"Administration of COX inhibitors (celecoxib, indomethacin, ketoprofen) to aspirin-treated rats exacerbated acute injury and abolished adaptation to aspirin.",,,,
2738,,,,,Effect of celecoxib on capecitabine-induced hand-foot syndrome and antitumor activity.,,,,
2739,,,,,"METHOD: In a prospective, double-blind evaluation, 50 patients with an acute exacerbation of schizophrenia were randomly assigned to either risperidone plus celecoxib or risperidone plus placebo.",,,,
2740,,,,,"The incidence rates of gastroduodenal ulcers associated with celecoxib were similar, although not equivalent, to placebo.",,,,
2741,,,,,Anti-inflammatory and upper gastrointestinal effects of celecoxib in rheumatoid arthritis: a randomized controlled trial.,,,,
2742,,,,,"In theory, a drug such as celecoxib that selectively inhibited COX-2 might block inflammation, pain, and fever while reducing the side effects (gastric erosions and ulcers) associated with inhibition of COX-1.",,,,
2743,,,,,"In theory, a drug such as celecoxib that selectively inhibited COX-2 might block inflammation, pain, and fever while reducing the side effects (gastric erosions and ulcers) associated with inhibition of COX-1.",,,,
2744,,,,,"Unlike conventional nonsteroidal anti-inflammatory drugs, which inhibit both forms of the COX enzyme, celecoxib inhibits COX-2 preferentially to COX-1 in vitro.",,,,
2745,,,,,"In PJS patients, COX-2 was inhibited with a daily dose of 2 x 200 mg celecoxib for 6 months.",,,,
2746,,,,,"Pretreatment with celecoxib, a selective COX-2 inhibitor, attenuated Abeta-induced cell death, which was aggravated by addition of the COX-2 product PGE(2).",,,,
2747,,,,,"Pretreatment with celecoxib, a selective COX-2 inhibitor, attenuated Abeta-induced cell death, which was aggravated by addition of the COX-2 product PGE(2).",,,,
2748,,,,,"RESULTS: Treatment of Tca8113 cells with cisplatin (CDDP) had less effect on the expression of COX-2, whereas the COX-2 expression was significantly down-regulated after treatment with celecoxib alone or in combination with CDDP for 24 h.",,,,
2749,,,,,"RESULTS: Treatment of Tca8113 cells with cisplatin (CDDP) had less effect on the expression of COX-2, whereas the COX-2 expression was significantly down-regulated after treatment with celecoxib alone or in combination with CDDP for 24 h.",,,,
2750,,,,,Translocator Protein Distribution Volume Predicts Reduction of Symptoms During Open-Label Trial of Celecoxib in Major Depressive Disorder.,,,,
2751,,,,,"Celecoxib, a cyclooxygenase-2 inhibitor, has been shown to inhibit HCC, and we hypothesized that low-dose sorafenib co-administered with celecoxib could act synergistically in the inhibition of HCC.",,,,
2752,,,,,"RESULTS: The group that had received capecitabine and celecoxib had a significantly reduced frequency of  >grade 1 hand-foot syndrome (29 vs. 72% P < 0.001), and >grade 2 (11.76% vs. 30% P = 0.024).",,,,
2753,,,,,"RESULTS: Compared with placebo, the odds of achieving a 20% reduction in WOMAC pain were celecoxib: 1.21, glucosamine: 1.16, combination glucosamine/CS: 0.83 and CS alone: 0.69, and were not statistically significant.",,,,
2754,,,,,"Overall, celecoxib was associated with a dose-dependent reduction in adenoma, compared with placebo, with relative risks (RR) of 0.65 (95% confidence interval [CI]: 0.56-0.76) for the low-dose and 0.54 (95% CI: 0.46-0.63) for the high-dose groups.",,,,
2755,,,,,Inhibition of colon tumors by celecoxib was associated with lower levels of COX-2 activity and expression in colon tumors.,,,,
2756,,,,,"RESULTS: Low doses and high doses of celecoxib significantly lengthened the tumor latency period (P<.03 and P<.003, respectively) and reduced tumor multiplicity (P<.005 and P<.001, respectively) compared with controls.",,,,
2757,,,,,Administration of increasing doses of celecoxib inhibited mammary tumor incidence and multiplicity as well as tumor volume in a dose-dependent manner.,,,,
2758,,,,,"Recently, a specific COX-2 inhibitor, Celecoxib, was developed, which inhibits COX-2-induced inflammation without inhibiting the cytoprotective function of cyclooxygenase-1 (COX-1).",,,,
2759,,,,,"Incidence of stroke was decreased by celecoxib when compared with all NSAIDs, nsNSAIDs, and COXIBs [(OR: 0.603, 95% CI: 0.410-0.887), (OR: 0.517, 95% CI: 0.287-0.929), and (OR: 0.509, 95% CI: 0.280-0.925), respectively].",,,,
2760,,,,,"In addition, celecoxib was found to significantly reduce HCC progression.",,,,
2761,,,,,"In the present study, we selected sorafenib (SOR), a VEGFR inhibitor, in combination with celecoxib (CXB), a COX-2 inhibitor, for suppressing tumor growth and simultaneously for reducing doses of both drugs for the treatment of NSCLC.",,,,
2762,,,,,QUESTION: Can celecoxib reduce the incidence of actinic keratoses (AKs) and keratinocytic cancers?,,,,
